user_id,First_tran_date,Location,Age,Gender
41816905,2018-05-10,Other Cities,23_to_27,MALE
41816654,2018-05-10,Other Cities,28_to_32,MALE
41459816,2018-05-11,Other Cities,28_to_32,FEMALE
38655407,2018-05-11,Other Cities,23_to_27,MALE
39901739,2018-05-12,HN,>37,MALE
34171716,2018-05-12,HN,23_to_27,MALE
41809232,2018-05-12,Other Cities,23_to_27,MALE
41539090,2018-05-12,HCMC,>37,MALE
38825409,2018-05-12,HCMC,23_to_27,MALE
41858611,2018-05-13,Other Cities,28_to_32,FEMALE
41125936,2018-05-13,HCMC,>37,MALE
41855291,2018-05-14,Other Cities,23_to_27,MALE
41664407,2018-05-15,Other Cities,18_to_22,MALE
41862168,2018-05-15,Other Cities,33_to_37,MALE
41869136,2018-05-15,HCMC,28_to_32,MALE
41603862,2018-05-15,HCMC,33_to_37,MALE
40669532,2018-05-16,HCMC,28_to_32,FEMALE
40630447,2018-05-16,Other Cities,28_to_32,MALE
41873180,2018-05-16,Other Cities,33_to_37,MALE
41842053,2018-05-16,HN,>37,MALE
41878949,2018-05-16,Other Cities,18_to_22,MALE
41513970,2018-05-16,HCMC,28_to_32,FEMALE
41706689,2018-05-16,HCMC,>37,FEMALE
41086342,2018-05-17,Other Cities,33_to_37,FEMALE
41325959,2018-05-17,Other Cities,28_to_32,MALE
38441824,2018-05-17,HN,33_to_37,FEMALE
4430713,2018-05-17,HCMC,28_to_32,FEMALE
11888844,2018-05-17,Other Cities,28_to_32,MALE
41244610,2018-05-17,HN,28_to_32,MALE
41885169,2018-05-18,Other Cities,unknown,MALE
31590807,2018-05-18,Other Cities,33_to_37,MALE
41896328,2018-05-18,HN,23_to_27,MALE
35381371,2018-05-18,Other Cities,18_to_22,MALE
41897479,2018-05-18,Other Cities,23_to_27,MALE
41890487,2018-05-18,HCMC,unknown,FEMALE
41586681,2018-05-18,Other Cities,28_to_32,MALE
41851200,2018-05-18,Other Cities,28_to_32,FEMALE
41168451,2018-05-18,Other Cities,28_to_32,MALE
40779326,2018-05-19,Other Cities,28_to_32,FEMALE
41749907,2018-05-19,HCMC,23_to_27,MALE
41882165,2018-05-19,Other Cities,28_to_32,FEMALE
41833982,2018-05-19,Other Cities,28_to_32,FEMALE
28921350,2018-05-19,HCMC,>37,FEMALE
21024554,2018-05-19,HN,28_to_32,MALE
41797534,2018-05-19,Other Cities,23_to_27,MALE
39101451,2018-05-21,HN,28_to_32,MALE
40376887,2018-05-21,Other Cities,28_to_32,MALE
41924110,2018-05-21,Other Cities,28_to_32,MALE
41917874,2018-05-21,HCMC,unknown,MALE
41635312,2018-05-21,HN,unknown,FEMALE
35008413,2018-05-21,Other Cities,>37,MALE
41816849,2018-05-22,Other Cities,23_to_27,FEMALE
41611769,2018-05-22,HN,33_to_37,FEMALE
41610535,2018-05-22,Other Cities,>37,MALE
41916345,2018-05-22,Other Cities,23_to_27,FEMALE
20016834,2018-05-23,HCMC,>37,MALE
25173048,2018-05-23,Other Cities,33_to_37,MALE
41934637,2018-05-23,Other Cities,>37,MALE
170115,2018-05-23,HCMC,unknown,MALE
41930029,2018-05-23,Other Cities,28_to_32,MALE
41621254,2018-05-23,Other Cities,>37,MALE
41876675,2018-05-24,Other Cities,18_to_22,FEMALE
36440157,2018-05-24,Other Cities,28_to_32,FEMALE
41939422,2018-05-24,Other Cities,unknown,MALE
36816736,2018-05-24,HCMC,33_to_37,FEMALE
41953829,2018-05-24,Other Cities,unknown,FEMALE
33843245,2018-05-25,HCMC,28_to_32,FEMALE
37173799,2018-05-25,Other Cities,23_to_27,FEMALE
41862341,2018-05-25,Other Cities,33_to_37,FEMALE
41317552,2018-05-25,Other Cities,23_to_27,MALE
31733880,2018-05-25,HCMC,23_to_27,FEMALE
41963714,2018-05-25,HCMC,33_to_37,FEMALE
41351161,2018-05-25,HCMC,>37,MALE
23638634,2018-05-26,Other Cities,18_to_22,FEMALE
41659700,2018-05-26,HCMC,>37,MALE
39805980,2018-05-26,Other Cities,18_to_22,MALE
35139062,2018-05-26,Other Cities,28_to_32,FEMALE
41979707,2018-05-26,Other Cities,18_to_22,MALE
39376483,2018-05-27,Other Cities,unknown,MALE
42010393,2018-05-27,Other Cities,23_to_27,MALE
41927631,2018-05-28,Other Cities,unknown,MALE
42032645,2018-05-28,Other Cities,33_to_37,MALE
41698284,2018-05-28,HCMC,33_to_37,MALE
40748667,2018-05-28,HCMC,28_to_32,MALE
41821134,2018-05-28,HN,23_to_27,FEMALE
12270851,2018-05-29,HCMC,23_to_27,MALE
33966062,2018-05-29,Other Cities,28_to_32,FEMALE
37387006,2018-05-29,Other Cities,33_to_37,FEMALE
27331378,2018-05-29,HCMC,33_to_37,MALE
41939203,2018-05-29,Other Cities,>37,MALE
21668676,2018-05-30,HCMC,>37,MALE
41736228,2018-05-30,HN,23_to_27,MALE
41967575,2018-05-30,HCMC,18_to_22,FEMALE
42064019,2018-05-30,Other Cities,28_to_32,MALE
41863274,2018-05-30,HCMC,23_to_27,MALE
38495632,2018-05-30,Other Cities,23_to_27,FEMALE
41524128,2018-05-30,Other Cities,unknown,FEMALE
42073846,2018-05-31,HCMC,28_to_32,MALE
41921465,2018-05-31,Other Cities,28_to_32,FEMALE
26779091,2018-05-31,Other Cities,33_to_37,FEMALE
40896503,2018-05-31,HCMC,23_to_27,MALE
38395195,2018-05-31,Other Cities,28_to_32,MALE
26770087,2018-05-31,HCMC,28_to_32,MALE
42084078,2018-06-01,HN,unknown,MALE
41575527,2018-06-01,Other Cities,23_to_27,MALE
40972072,2018-06-01,Other Cities,unknown,MALE
42062261,2018-06-01,HN,28_to_32,MALE
42085973,2018-06-01,Other Cities,33_to_37,MALE
38842249,2018-06-02,HCMC,28_to_32,FEMALE
8155564,2018-06-03,Other Cities,28_to_32,FEMALE
42058119,2018-06-03,HN,unknown,MALE
14432818,2018-06-03,Other Cities,unknown,FEMALE
42097741,2018-06-03,Other Cities,28_to_32,MALE
14932616,2018-06-03,Other Cities,28_to_32,MALE
9660549,2018-06-03,Other Cities,28_to_32,FEMALE
31743632,2018-06-04,Other Cities,28_to_32,MALE
33523003,2018-06-04,HCMC,23_to_27,FEMALE
39623120,2018-06-04,HCMC,23_to_27,MALE
41951260,2018-06-04,Other Cities,18_to_22,MALE
42119459,2018-06-04,HCMC,28_to_32,FEMALE
24575395,2018-06-04,Other Cities,23_to_27,FEMALE
42109091,2018-06-04,HCMC,23_to_27,MALE
24307311,2018-06-05,HCMC,23_to_27,FEMALE
42123361,2018-06-05,HCMC,33_to_37,MALE
42127063,2018-06-05,Other Cities,unknown,FEMALE
41809302,2018-06-05,HCMC,18_to_22,FEMALE
42114739,2018-06-05,HN,23_to_27,FEMALE
41962454,2018-06-06,Other Cities,23_to_27,MALE
32862255,2018-06-06,Other Cities,28_to_32,MALE
6221377,2018-06-06,HCMC,28_to_32,MALE
20894853,2018-06-06,Other Cities,unknown,FEMALE
39215707,2018-06-07,HN,23_to_27,FEMALE
7056504,2018-06-07,HCMC,23_to_27,FEMALE
28558150,2018-06-07,HN,>37,MALE
41839658,2018-06-08,HCMC,23_to_27,MALE
42126328,2018-06-08,Other Cities,23_to_27,MALE
42084383,2018-06-08,Other Cities,28_to_32,MALE
42163224,2018-06-08,Other Cities,>37,FEMALE
7523855,2018-06-09,Other Cities,28_to_32,MALE
42051736,2018-06-09,HN,>37,FEMALE
41862237,2018-06-09,Other Cities,18_to_22,FEMALE
41185816,2018-06-09,HCMC,23_to_27,FEMALE
39657311,2018-06-10,HN,23_to_27,MALE
39866148,2018-06-10,HCMC,23_to_27,FEMALE
42156175,2018-06-10,HN,33_to_37,FEMALE
40470820,2018-06-11,Other Cities,28_to_32,MALE
32780938,2018-06-12,HCMC,28_to_32,MALE
42194820,2018-06-12,HCMC,23_to_27,MALE
42190590,2018-06-12,HN,33_to_37,FEMALE
42105821,2018-06-12,HN,23_to_27,FEMALE
42197262,2018-06-12,Other Cities,unknown,MALE
42196757,2018-06-12,Other Cities,28_to_32,MALE
38934916,2018-06-12,Other Cities,28_to_32,FEMALE
11458311,2018-06-13,Other Cities,23_to_27,MALE
8230667,2018-06-13,Other Cities,unknown,FEMALE
17644131,2018-06-13,HN,28_to_32,MALE
12063242,2018-06-13,Other Cities,28_to_32,MALE
41404244,2018-06-13,Other Cities,23_to_27,MALE
23208257,2018-06-13,HCMC,23_to_27,MALE
42064374,2018-06-13,Other Cities,33_to_37,MALE
30098463,2018-06-13,HCMC,>37,FEMALE
42226665,2018-06-14,HCMC,18_to_22,MALE
42221312,2018-06-14,Other Cities,28_to_32,FEMALE
40691982,2018-06-14,HCMC,>37,FEMALE
41669637,2018-06-14,HN,23_to_27,FEMALE
41622300,2018-06-14,HN,23_to_27,MALE
42224289,2018-06-14,Other Cities,33_to_37,MALE
40824751,2018-06-14,Other Cities,33_to_37,MALE
41695045,2018-06-14,Other Cities,18_to_22,MALE
42224129,2018-06-15,Other Cities,unknown,FEMALE
36492115,2018-06-15,HCMC,>37,MALE
3774301,2018-06-15,HCMC,23_to_27,FEMALE
42229762,2018-06-15,Other Cities,>37,FEMALE
32359182,2018-06-16,HCMC,28_to_32,MALE
42171993,2018-06-16,Other Cities,23_to_27,MALE
26994174,2018-06-16,Other Cities,33_to_37,MALE
42241432,2018-06-16,Other Cities,28_to_32,MALE
34906990,2018-06-17,HCMC,unknown,FEMALE
42198291,2018-06-17,Other Cities,unknown,FEMALE
41295126,2018-06-17,Other Cities,28_to_32,MALE
42252293,2018-06-17,Other Cities,unknown,FEMALE
42260606,2018-06-18,Other Cities,23_to_27,FEMALE
39383647,2018-06-18,HCMC,23_to_27,MALE
42143884,2018-06-18,HN,>37,MALE
24263869,2018-06-18,Other Cities,28_to_32,FEMALE
42210647,2018-06-18,HN,>37,FEMALE
40529769,2018-06-18,Other Cities,23_to_27,MALE
39208968,2018-06-18,Other Cities,23_to_27,MALE
42273856,2018-06-19,Other Cities,28_to_32,MALE
39437743,2018-06-19,HN,>37,MALE
42275576,2018-06-19,Other Cities,33_to_37,MALE
40315799,2018-06-19,Other Cities,23_to_27,MALE
42123245,2018-06-19,HCMC,18_to_22,FEMALE
39572055,2018-06-19,HN,23_to_27,FEMALE
31724290,2018-06-19,Other Cities,>37,FEMALE
7300943,2018-06-20,Other Cities,28_to_32,FEMALE
30239226,2018-06-20,Other Cities,28_to_32,FEMALE
42262207,2018-06-20,Other Cities,23_to_27,FEMALE
42160139,2018-06-20,Other Cities,23_to_27,FEMALE
39832678,2018-06-20,HCMC,23_to_27,MALE
42290253,2018-06-20,Other Cities,23_to_27,MALE
37097387,2018-06-20,HCMC,23_to_27,MALE
41973324,2018-06-20,HCMC,28_to_32,FEMALE
42278085,2018-06-20,HN,23_to_27,MALE
4563411,2018-06-20,HCMC,23_to_27,FEMALE
34783603,2018-06-20,HCMC,28_to_32,FEMALE
35848279,2018-06-20,Other Cities,33_to_37,MALE
4838217,2018-06-20,Other Cities,28_to_32,FEMALE
22527898,2018-06-20,HCMC,>37,MALE
41826861,2018-06-20,HCMC,28_to_32,FEMALE
42289798,2018-06-20,HN,18_to_22,MALE
42094246,2018-06-21,Other Cities,28_to_32,FEMALE
41958206,2018-06-21,HCMC,18_to_22,FEMALE
41668244,2018-06-21,HCMC,>37,FEMALE
35134954,2018-06-21,Other Cities,33_to_37,MALE
42240384,2018-06-21,Other Cities,>37,FEMALE
39242567,2018-06-21,HCMC,28_to_32,FEMALE
42284668,2018-06-21,Other Cities,unknown,MALE
41132491,2018-06-21,HCMC,23_to_27,MALE
42295229,2018-06-22,HCMC,33_to_37,FEMALE
27532748,2018-06-22,Other Cities,23_to_27,FEMALE
22629346,2018-06-22,HCMC,33_to_37,MALE
37390739,2018-06-22,HN,28_to_32,MALE
35470748,2018-06-22,HCMC,28_to_32,MALE
39015091,2018-06-22,HCMC,23_to_27,FEMALE
41662191,2018-06-22,HN,23_to_27,MALE
42128627,2018-06-22,Other Cities,28_to_32,MALE
41968875,2018-06-23,Other Cities,28_to_32,FEMALE
14014150,2018-06-23,Other Cities,23_to_27,MALE
26857490,2018-06-23,HCMC,23_to_27,FEMALE
41531680,2018-06-23,Other Cities,23_to_27,MALE
42328199,2018-06-24,Other Cities,28_to_32,FEMALE
42326586,2018-06-24,HN,18_to_22,FEMALE
32431117,2018-06-24,Other Cities,28_to_32,MALE
42327649,2018-06-24,Other Cities,33_to_37,MALE
42325166,2018-06-24,Other Cities,>37,MALE
22465900,2018-06-24,HN,33_to_37,FEMALE
888700,2018-06-24,Other Cities,23_to_27,MALE
41940828,2018-06-25,Other Cities,23_to_27,MALE
42329884,2018-06-25,Other Cities,28_to_32,FEMALE
41338685,2018-06-25,HCMC,>37,FEMALE
38379794,2018-06-25,HN,>37,MALE
42331485,2018-06-25,Other Cities,23_to_27,MALE
26785130,2018-06-26,Other Cities,23_to_27,FEMALE
41943810,2018-06-26,Other Cities,23_to_27,FEMALE
39903661,2018-06-26,Other Cities,unknown,FEMALE
42353837,2018-06-26,HCMC,28_to_32,FEMALE
42346666,2018-06-26,HCMC,28_to_32,FEMALE
41177173,2018-06-26,HCMC,>37,FEMALE
42257271,2018-06-26,Other Cities,28_to_32,MALE
41032585,2018-06-26,Other Cities,23_to_27,FEMALE
42343949,2018-06-26,Other Cities,33_to_37,MALE
42352876,2018-06-26,Other Cities,28_to_32,MALE
41293893,2018-06-27,Other Cities,unknown,MALE
41657499,2018-06-27,HN,18_to_22,MALE
40427615,2018-06-27,HN,23_to_27,FEMALE
42355941,2018-06-27,Other Cities,18_to_22,MALE
42166325,2018-06-27,Other Cities,23_to_27,MALE
39082101,2018-06-27,HCMC,unknown,FEMALE
4807611,2018-06-28,Other Cities,28_to_32,MALE
36102827,2018-06-28,HCMC,33_to_37,MALE
738855,2018-06-28,Other Cities,33_to_37,MALE
42027036,2018-06-28,HCMC,>37,FEMALE
34302323,2018-06-28,HCMC,28_to_32,FEMALE
42370679,2018-06-28,Other Cities,33_to_37,MALE
42197810,2018-06-28,Other Cities,28_to_32,MALE
30129193,2018-06-28,Other Cities,28_to_32,MALE
42090319,2018-06-28,HCMC,28_to_32,MALE
11952215,2018-06-28,HCMC,23_to_27,FEMALE
41796513,2018-06-28,HN,23_to_27,MALE
42305091,2018-06-28,Other Cities,23_to_27,FEMALE
42259991,2018-06-29,HN,>37,FEMALE
41540712,2018-06-29,HN,23_to_27,MALE
42397604,2018-06-29,HCMC,28_to_32,MALE
41886097,2018-06-29,Other Cities,23_to_27,MALE
15665608,2018-06-29,Other Cities,28_to_32,MALE
41804561,2018-06-29,Other Cities,unknown,MALE
42270887,2018-06-29,HN,28_to_32,MALE
42404180,2018-06-29,Other Cities,unknown,MALE
36805876,2018-06-29,HCMC,28_to_32,MALE
42161277,2018-06-29,Other Cities,unknown,FEMALE
433921,2018-06-29,Other Cities,28_to_32,MALE
42349791,2018-06-29,HN,33_to_37,MALE
42391983,2018-06-30,Other Cities,23_to_27,MALE
40930875,2018-06-30,HCMC,33_to_37,FEMALE
42188145,2018-06-30,HCMC,28_to_32,FEMALE
42159112,2018-06-30,HCMC,28_to_32,MALE
42102823,2018-06-30,HN,28_to_32,MALE
29125850,2018-06-30,Other Cities,28_to_32,FEMALE
42357486,2018-06-30,HCMC,33_to_37,FEMALE
1598936,2018-06-30,Other Cities,>37,MALE
38315714,2018-06-30,HN,23_to_27,FEMALE
42414058,2018-06-30,HN,28_to_32,MALE
40287022,2018-06-30,HCMC,28_to_32,MALE
40817137,2018-06-30,HN,28_to_32,FEMALE
42380561,2018-07-01,HCMC,28_to_32,MALE
28195876,2018-07-01,Other Cities,23_to_27,MALE
40836197,2018-07-02,HN,23_to_27,FEMALE
42435790,2018-07-02,Other Cities,23_to_27,MALE
42299903,2018-07-02,HCMC,28_to_32,MALE
41801247,2018-07-02,HN,23_to_27,MALE
42344401,2018-07-02,HCMC,unknown,MALE
42276140,2018-07-02,Other Cities,28_to_32,FEMALE
42421520,2018-07-02,HN,23_to_27,MALE
35034110,2018-07-02,HCMC,23_to_27,FEMALE
39832135,2018-07-02,Other Cities,33_to_37,MALE
5026177,2018-07-02,Other Cities,unknown,MALE
42428773,2018-07-02,Other Cities,23_to_27,MALE
41042524,2018-07-03,HCMC,23_to_27,FEMALE
42291176,2018-07-03,Other Cities,33_to_37,MALE
551058,2018-07-03,Other Cities,33_to_37,MALE
42443362,2018-07-03,HN,23_to_27,MALE
23731939,2018-07-03,Other Cities,unknown,MALE
42443612,2018-07-03,Other Cities,23_to_27,FEMALE
42439489,2018-07-03,HCMC,23_to_27,FEMALE
42318931,2018-07-04,HCMC,33_to_37,MALE
41198570,2018-07-04,Other Cities,unknown,MALE
42345484,2018-07-04,HN,33_to_37,MALE
42351076,2018-07-05,HCMC,33_to_37,MALE
18369368,2018-07-05,Other Cities,28_to_32,MALE
42330017,2018-07-05,HCMC,23_to_27,FEMALE
38835029,2018-07-05,HCMC,23_to_27,MALE
36799091,2018-07-05,Other Cities,23_to_27,MALE
42462923,2018-07-05,HCMC,28_to_32,MALE
41908474,2018-07-05,Other Cities,23_to_27,MALE
31668711,2018-07-05,HCMC,33_to_37,MALE
42458874,2018-07-05,Other Cities,unknown,MALE
41805515,2018-07-05,HCMC,23_to_27,FEMALE
42468089,2018-07-06,HCMC,unknown,FEMALE
30923323,2018-07-06,HN,28_to_32,FEMALE
42474523,2018-07-06,HCMC,18_to_22,MALE
42212663,2018-07-07,Other Cities,unknown,MALE
35011839,2018-07-07,HCMC,23_to_27,MALE
42480775,2018-07-07,Other Cities,23_to_27,MALE
41704338,2018-07-07,HCMC,>37,MALE
42494438,2018-07-08,Other Cities,23_to_27,FEMALE
6380254,2018-07-08,Other Cities,28_to_32,MALE
42451899,2018-07-08,Other Cities,28_to_32,FEMALE
15205562,2018-07-08,Other Cities,unknown,MALE
42501148,2018-07-09,HCMC,28_to_32,FEMALE
38328747,2018-07-09,HN,unknown,MALE
40448458,2018-07-09,HCMC,18_to_22,MALE
42501023,2018-07-09,Other Cities,unknown,MALE
42501809,2018-07-09,Other Cities,unknown,FEMALE
2541845,2018-07-09,Other Cities,23_to_27,MALE
35754487,2018-07-10,HN,23_to_27,MALE
42511474,2018-07-10,Other Cities,unknown,FEMALE
35717931,2018-07-10,HCMC,28_to_32,MALE
42496275,2018-07-10,Other Cities,unknown,FEMALE
40674775,2018-07-10,HN,23_to_27,FEMALE
36869269,2018-07-10,HCMC,28_to_32,MALE
30679494,2018-07-10,HCMC,33_to_37,FEMALE
4900122,2018-07-11,HCMC,33_to_37,MALE
41456849,2018-07-11,HCMC,33_to_37,FEMALE
42528227,2018-07-11,HN,unknown,MALE
24397823,2018-07-11,HCMC,33_to_37,MALE
42526761,2018-07-11,Other Cities,28_to_32,FEMALE
42339074,2018-07-12,Other Cities,23_to_27,MALE
35100349,2018-07-12,Other Cities,23_to_27,FEMALE
41845910,2018-07-12,HCMC,28_to_32,MALE
42090147,2018-07-12,Other Cities,unknown,MALE
28238124,2018-07-13,Other Cities,28_to_32,MALE
38839343,2018-07-13,HN,23_to_27,FEMALE
10908421,2018-07-13,HCMC,33_to_37,FEMALE
41210734,2018-07-13,HN,23_to_27,MALE
6127877,2018-07-13,HCMC,>37,MALE
28668250,2018-07-13,Other Cities,>37,MALE
40969154,2018-07-13,Other Cities,33_to_37,MALE
42471969,2018-07-14,HN,unknown,FEMALE
40413738,2018-07-14,Other Cities,>37,FEMALE
23088216,2018-07-14,HN,unknown,FEMALE
41674661,2018-07-14,Other Cities,28_to_32,FEMALE
42567552,2018-07-15,HN,unknown,FEMALE
14000868,2018-07-15,HCMC,23_to_27,MALE
42515456,2018-07-15,Other Cities,28_to_32,MALE
39307324,2018-07-15,HCMC,28_to_32,MALE
34310712,2018-07-15,HN,>37,MALE
42469462,2018-07-16,HCMC,23_to_27,MALE
40372862,2018-07-17,HCMC,18_to_22,MALE
42586880,2018-07-17,Other Cities,28_to_32,MALE
41604907,2018-07-17,Other Cities,28_to_32,FEMALE
42547389,2018-07-17,HCMC,23_to_27,FEMALE
36557672,2018-07-17,HCMC,23_to_27,FEMALE
42509536,2018-07-17,HN,33_to_37,FEMALE
41170940,2018-07-18,HCMC,23_to_27,MALE
37383117,2018-07-18,HN,23_to_27,MALE
32388479,2018-07-18,HCMC,23_to_27,FEMALE
42474876,2018-07-18,HN,23_to_27,FEMALE
25857511,2018-07-18,Other Cities,28_to_32,MALE
42112737,2018-07-18,Other Cities,33_to_37,MALE
25738018,2018-07-18,HCMC,unknown,MALE
15420155,2018-07-18,HCMC,33_to_37,FEMALE
30147552,2018-07-18,Other Cities,28_to_32,MALE
40314983,2018-07-18,Other Cities,23_to_27,MALE
26314516,2018-07-19,HCMC,23_to_27,FEMALE
4656075,2018-07-19,HCMC,28_to_32,FEMALE
42432140,2018-07-19,Other Cities,28_to_32,FEMALE
22267705,2018-07-19,Other Cities,>37,MALE
42613468,2018-07-19,Other Cities,28_to_32,FEMALE
29158453,2018-07-19,Other Cities,28_to_32,MALE
42605998,2018-07-19,Other Cities,28_to_32,MALE
42611490,2018-07-19,HCMC,unknown,MALE
40835436,2018-07-20,Other Cities,18_to_22,FEMALE
42527957,2018-07-20,HCMC,>37,FEMALE
25840896,2018-07-20,Other Cities,28_to_32,FEMALE
41740718,2018-07-20,HCMC,23_to_27,MALE
40825372,2018-07-20,Other Cities,33_to_37,MALE
35702226,2018-07-20,Other Cities,unknown,FEMALE
42542626,2018-07-20,Other Cities,33_to_37,MALE
41633914,2018-07-20,Other Cities,28_to_32,FEMALE
42625022,2018-07-20,HN,23_to_27,FEMALE
42575657,2018-07-20,HCMC,unknown,FEMALE
33543558,2018-07-20,Other Cities,28_to_32,FEMALE
42622596,2018-07-20,HN,18_to_22,MALE
41713057,2018-07-20,Other Cities,28_to_32,MALE
42549565,2018-07-20,HCMC,33_to_37,FEMALE
42118241,2018-07-20,HCMC,33_to_37,FEMALE
42625239,2018-07-20,HCMC,unknown,MALE
42534173,2018-07-21,Other Cities,28_to_32,MALE
33874706,2018-07-21,HN,33_to_37,MALE
42637114,2018-07-21,HN,18_to_22,FEMALE
42625547,2018-07-21,Other Cities,unknown,MALE
41853261,2018-07-21,Other Cities,28_to_32,FEMALE
40965066,2018-07-22,Other Cities,23_to_27,MALE
42635575,2018-07-22,Other Cities,>37,MALE
42279804,2018-07-22,Other Cities,28_to_32,MALE
32429315,2018-07-22,HCMC,28_to_32,FEMALE
41659412,2018-07-22,HCMC,18_to_22,MALE
42639459,2018-07-22,Other Cities,33_to_37,MALE
42632929,2018-07-23,Other Cities,23_to_27,MALE
22807080,2018-07-23,Other Cities,unknown,FEMALE
42654425,2018-07-23,HN,18_to_22,MALE
42662153,2018-07-23,Other Cities,33_to_37,FEMALE
22813626,2018-07-23,Other Cities,28_to_32,MALE
16920272,2018-07-23,Other Cities,28_to_32,MALE
24547933,2018-07-23,HCMC,28_to_32,FEMALE
23056198,2018-07-24,Other Cities,33_to_37,FEMALE
42665384,2018-07-24,HN,unknown,MALE
38368403,2018-07-24,Other Cities,28_to_32,MALE
4225505,2018-07-24,Other Cities,23_to_27,MALE
42643231,2018-07-24,HN,28_to_32,FEMALE
42661094,2018-07-24,HN,23_to_27,MALE
42321491,2018-07-24,HCMC,23_to_27,MALE
42151327,2018-07-24,Other Cities,23_to_27,FEMALE
40231425,2018-07-24,Other Cities,23_to_27,MALE
35890792,2018-07-24,Other Cities,23_to_27,FEMALE
42544387,2018-07-24,Other Cities,unknown,MALE
42303115,2018-07-24,Other Cities,23_to_27,MALE
32037338,2018-07-25,Other Cities,23_to_27,MALE
40197543,2018-07-25,Other Cities,33_to_37,MALE
42610841,2018-07-25,Other Cities,28_to_32,FEMALE
42661516,2018-07-25,HCMC,28_to_32,FEMALE
33370215,2018-07-25,Other Cities,unknown,MALE
41308044,2018-07-25,Other Cities,28_to_32,FEMALE
16407069,2018-07-25,HCMC,28_to_32,FEMALE
42329421,2018-07-25,HN,>37,MALE
42677838,2018-07-25,HCMC,33_to_37,MALE
36389264,2018-07-25,HN,28_to_32,FEMALE
32213486,2018-07-26,Other Cities,33_to_37,MALE
42558755,2018-07-26,HCMC,23_to_27,FEMALE
42556236,2018-07-26,Other Cities,unknown,FEMALE
34966510,2018-07-26,HCMC,23_to_27,FEMALE
42691842,2018-07-26,Other Cities,28_to_32,MALE
42687163,2018-07-26,HN,23_to_27,MALE
42704210,2018-07-27,Other Cities,28_to_32,MALE
42705595,2018-07-27,Other Cities,unknown,FEMALE
39486458,2018-07-27,HCMC,33_to_37,MALE
42710169,2018-07-27,Other Cities,unknown,MALE
42117207,2018-07-27,Other Cities,18_to_22,MALE
8323540,2018-07-27,Other Cities,28_to_32,MALE
41945416,2018-07-27,HCMC,28_to_32,MALE
40110791,2018-07-27,HCMC,33_to_37,MALE
41153302,2018-07-27,Other Cities,18_to_22,MALE
41735155,2018-07-28,HCMC,23_to_27,FEMALE
34036598,2018-07-28,HCMC,28_to_32,MALE
36044697,2018-07-28,Other Cities,28_to_32,MALE
27961833,2018-07-28,Other Cities,33_to_37,FEMALE
42569729,2018-07-28,HCMC,28_to_32,FEMALE
13674534,2018-07-28,Other Cities,28_to_32,FEMALE
35441573,2018-07-28,HCMC,33_to_37,MALE
12271416,2018-07-28,HCMC,23_to_27,FEMALE
42638852,2018-07-28,Other Cities,28_to_32,MALE
40118801,2018-07-29,Other Cities,23_to_27,FEMALE
42621711,2018-07-29,Other Cities,28_to_32,MALE
40114884,2018-07-30,HCMC,23_to_27,MALE
42666429,2018-07-30,HCMC,23_to_27,FEMALE
42736584,2018-07-30,HCMC,18_to_22,MALE
39435001,2018-07-30,HN,23_to_27,MALE
42664245,2018-07-31,Other Cities,>37,MALE
40978454,2018-07-31,HN,28_to_32,MALE
41440404,2018-07-31,HCMC,>37,FEMALE
17043478,2018-07-31,Other Cities,23_to_27,FEMALE
38729970,2018-07-31,HN,28_to_32,MALE
41173407,2018-07-31,HCMC,>37,FEMALE
40782250,2018-07-31,HN,23_to_27,FEMALE
16925781,2018-07-31,Other Cities,unknown,FEMALE
42750247,2018-07-31,Other Cities,unknown,MALE
42722676,2018-07-31,HCMC,23_to_27,FEMALE
42114108,2018-07-31,HN,33_to_37,FEMALE
41914014,2018-07-31,Other Cities,28_to_32,FEMALE
42763125,2018-07-31,Other Cities,unknown,FEMALE
34588523,2018-07-31,HCMC,23_to_27,MALE
40716335,2018-07-31,HCMC,>37,FEMALE
933369,2018-07-31,HCMC,28_to_32,FEMALE
42544217,2018-08-01,Other Cities,23_to_27,FEMALE
42633229,2018-08-01,HN,unknown,MALE
42764174,2018-08-01,HCMC,23_to_27,MALE
42737184,2018-08-01,Other Cities,28_to_32,MALE
42764684,2018-08-01,HCMC,23_to_27,FEMALE
42769805,2018-08-01,Other Cities,23_to_27,MALE
35245329,2018-08-01,Other Cities,unknown,MALE
1046729,2018-08-01,Other Cities,23_to_27,MALE
42726086,2018-08-02,HCMC,18_to_22,MALE
42786783,2018-08-02,Other Cities,28_to_32,MALE
41318368,2018-08-02,HCMC,unknown,FEMALE
27630891,2018-08-02,HCMC,33_to_37,FEMALE
42685698,2018-08-02,HN,23_to_27,FEMALE
41843225,2018-08-03,HN,18_to_22,MALE
36645774,2018-08-03,HN,18_to_22,MALE
42797700,2018-08-03,Other Cities,23_to_27,FEMALE
42766630,2018-08-03,Other Cities,unknown,FEMALE
26433463,2018-08-03,Other Cities,23_to_27,MALE
42791479,2018-08-03,HN,unknown,FEMALE
32638049,2018-08-04,Other Cities,28_to_32,FEMALE
40545949,2018-08-04,HCMC,23_to_27,FEMALE
35336664,2018-08-04,Other Cities,23_to_27,MALE
42720415,2018-08-04,HN,>37,FEMALE
24904545,2018-08-05,HCMC,23_to_27,MALE
